100200070904	100200071205
100200071001	100200071002
100200071002	100200071003
100200071003	100200071208
100200071101	100200071103
100200071102	100200071103
100200071103	100200071208
100200071201	100200071202
100200071202	100200071205
100200071203	100200071205
100200071204	100200071205
100200071205	100200071208
100200071206	100200071208
100200071207	100200071208
100200071208	100200071501
100200071301	100200071303
100200071302	100200071303
100200071303	100200071502
100200071401	100200071402
100200071402	100200071404
100200071403	100200071404
100200071404	100200071502
100200071501	100200071502
100200071502	100200071504
100200071503	100200071504
100200071504	100200071505
100200071505	-1
100200080101	100200080103
100200080102	100200080103
100200080103	100200080302
100200080104	100200080103
100200080105	100200080103
100200080106	100200080103
100200080107	100200080108
100200080108	100200080103
100200080201	100200080202
100200080202	100200080306
100200080301	100200080302
100200080302	100200080304
100200080303	100200080304
100200080304	100200080306
100200080305	100200080306
100200080306	100200080502
100200080401	100200080403
100200080402	100200080403
100200080403	100200080507
100200080501	100200080502
100200080502	100200080506
100200080503	100200080506
100200080504	100200080506
100200080505	100200080507
100200080506	100200080507
100200080507	100200080701
100200080601	100200080602
100200080602	100200080705
100200080701	100200080704
100200080702	100200080704
100200080703	100200080704
100200080704	100200080705
100200080705	100200081401
100200080801	100200080802
100200080802	100200081301
100200080901	100200080902
100200080902	100200080905
100200080903	100200080905
100200080904	100200080905
100200080905	100200081301
100200081001	100200081002
100200081002	100200081302
100200081101	100200081102
100200081102	100200081302
100200081201	100200081203
100200081202	100200081203
100200081203	100200081303
100200081301	100200081302
100200081302	100200081303
100200081303	100200081401
100200081401	100200081403
100200081402	100200081403
100200081403	-1
170402030104	-1
170602040302	-1
